"Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS","","","Attend.","LOG","Arena","Notes"
"Wed Nov 25 2009","8:00p","Denver Nuggets","124","Minnesota Timberwolves","111","Box Score","","13101","2:18","Target Center",""
"Wed Nov 25 2009","8:00p","Milwaukee Bucks","99","New Orleans Hornets","102","Box Score","OT","14315","2:37","New Orleans Arena",""
"Wed Nov 25 2009","8:30p","Dallas Mavericks","130","Houston Rockets","99","Box Score","","18157","2:07","Toyota Center",""
"Wed Nov 25 2009","8:30p","Golden State Warriors","104","San Antonio Spurs","118","Box Score","","17606","2:18","AT&T Center",""
"Wed Nov 25 2009","9:00p","Memphis Grizzlies","111","Phoenix Suns","126","Box Score","","18284","2:10","US Airways Center",""
"Wed Nov 25 2009","10:00p","New Jersey Nets","83","Portland Trail Blazers","93","Box Score","","20322","2:09","Rose Garden Arena",""
"Wed Nov 25 2009","10:00p","New York Knicks","97","Sacramento Kings","111","Box Score","","11375","2:06","Power Balance Pavilion",""
"Thu Nov 26 2009","8:00p","Orlando Magic","93","Atlanta Hawks","76","Box Score","","19193","2:24","Philips Arena",""
"Thu Nov 26 2009","10:30p","Chicago Bulls","86","Utah Jazz","105","Box Score","","18045","2:23","EnergySolutions Arena",""
"Fri Nov 27 2009","7:00p","Cleveland Cavaliers","87","Charlotte Bobcats","94","Box Score","","19168","2:20","Time Warner Cable Arena",""
"Fri Nov 27 2009","7:00p","Washington Wizards","94","Miami Heat","84","Box Score","","17684","2:21","AmericanAirlines Arena",""
"Fri Nov 27 2009","7:30p","Toronto Raptors","103","Boston Celtics","116","Box Score","","18624","2:11","TD Garden",""
"Fri Nov 27 2009","7:30p","Atlanta Hawks","100","Philadelphia 76ers","86","Box Score","","12984","2:03","Wachovia Center",""
"Fri Nov 27 2009","8:00p","Los Angeles Clippers","104","Detroit Pistons","96","Box Score","","18954","2:27","The Palace of Auburn Hills",""
"Fri Nov 27 2009","8:00p","Dallas Mavericks","113","Indiana Pacers","92","Box Score","","16613","2:15","Conseco Fieldhouse",""
"Fri Nov 27 2009","8:30p","San Antonio Spurs","92","Houston Rockets","84","Box Score","","18164","2:24","Toyota Center",""
"Fri Nov 27 2009","9:00p","New York Knicks","125","Denver Nuggets","128","Box Score","","19155","2:24","Pepsi Center",""
"Fri Nov 27 2009","9:30p","Phoenix Suns","120","Minnesota Timberwolves","95","Box Score","","18225","2:11","Target Center",""
"Fri Nov 27 2009","9:30p","Milwaukee Bucks","90","Oklahoma City Thunder","108","Box Score","","18203","2:22","Oklahoma City Arena",""
"Fri Nov 27 2009","10:00p","Memphis Grizzlies","106","Portland Trail Blazers","96","Box Score","","20540","2:10","Rose Garden Arena",""
"Fri Nov 27 2009","10:00p","New Jersey Nets","96","Sacramento Kings","109","Box Score","","12725","2:22","Power Balance Pavilion",""
"Sat Nov 28 2009","7:00p","Charlotte Bobcats","92","Washington Wizards","76","Box Score","","17311","2:12","Verizon Center",""
"Sat Nov 28 2009","7:30p","Dallas Mavericks","95","Cleveland Cavaliers","111","Box Score","","20562","2:12","Quicken Loans Arena",""
"Sat Nov 28 2009","9:00p","Orlando Magic","100","Milwaukee Bucks","98","Box Score","","16128","2:11","Bradley Center",""
"Sat Nov 28 2009","9:00p","Portland Trail Blazers","92","Utah Jazz","108","Box Score","","18051","2:09","EnergySolutions Arena",""
"Sat Nov 28 2009","10:30p","Los Angeles Lakers","130","Golden State Warriors","97","Box Score","","20001","2:08","Oracle Arena",""
"Sun Nov 29 2009","1:00p","Atlanta Hawks","88","Detroit Pistons","94","Box Score","","15273","2:13","The Palace of Auburn Hills",""
"Sun Nov 29 2009","1:00p","Phoenix Suns","113","Toronto Raptors","94","Box Score","","17721","2:15","Air Canada Centre",""
"Sun Nov 29 2009","3:30p","Memphis Grizzlies","88","Los Angeles Clippers","98","Box Score","","14854","2:18","STAPLES Center",""
"Sun Nov 29 2009","6:00p","Boston Celtics","92","Miami Heat","85","Box Score","","18104","2:23","AmericanAirlines Arena",""
"Sun Nov 29 2009","6:00p","Orlando Magic","114","New York Knicks","102","Box Score","","18861","2:16","Madison Square Garden (IV)",""
"Sun Nov 29 2009","7:00p","Houston Rockets","100","Oklahoma City Thunder","91","Box Score","","18203","2:18","Oklahoma City Arena",""
"Sun Nov 29 2009","7:00p","Philadelphia 76ers","89","San Antonio Spurs","97","Box Score","","17161","2:15","AT&T Center",""
"Sun Nov 29 2009","8:00p","Minnesota Timberwolves","106","Denver Nuggets","100","Box Score","","15147","2:17","Pepsi Center",""
"Sun Nov 29 2009","9:00p","New Orleans Hornets","96","Sacramento Kings","112","Box Score","","11548","2:07","Power Balance Pavilion",""
"Sun Nov 29 2009","9:30p","New Jersey Nets","87","Los Angeles Lakers","106","Box Score","","18997","2:06","STAPLES Center",""
"Mon Nov 30 2009","8:00p","Chicago Bulls","97","Milwaukee Bucks","99","Box Score","","13684","2:19","Bradley Center",""
"Mon Nov 30 2009","8:30p","Philadelphia 76ers","102","Dallas Mavericks","104","Box Score","","19783","2:18","American Airlines Center",""
"Mon Nov 30 2009","9:00p","Memphis Grizzlies","93","Utah Jazz","120","Box Score","","18469","2:09","EnergySolutions Arena",""
"Mon Nov 30 2009","10:30p","Indiana Pacers","107","Golden State Warriors","126","Box Score","","16574","2:20","Oracle Arena",""
"Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS","","","Attend.","LOG","Arena","Notes"
"Tue Dec 1 2009","7:00p","Boston Celtics","108","Charlotte Bobcats","90","Box Score","","15129","2:19","Time Warner Cable Arena",""
"Tue Dec 1 2009","7:00p","Washington Wizards","106","Toronto Raptors","102","Box Score","","15776","2:23","Air Canada Centre",""
"Tue Dec 1 2009","7:30p","Phoenix Suns","99","New York Knicks","126","Box Score","","19763","2:15","Madison Square Garden (IV)",""
"Tue Dec 1 2009","9:00p","Golden State Warriors","107","Denver Nuggets","135","Box Score","","14570","2:15","Pepsi Center",""
"Tue Dec 1 2009","10:00p","Miami Heat","107","Portland Trail Blazers","100","Box Score","","20417","2:19","Rose Garden Arena",""
"Tue Dec 1 2009","10:30p","New Orleans Hornets","99","Los Angeles Lakers","110","Box Score","","18997","2:11","STAPLES Center",""
"Wed Dec 2 2009","7:00p","Toronto Raptors","115","Atlanta Hawks","146","Box Score","","12272","2:21","Philips Arena",""
"Wed Dec 2 2009","7:00p","Phoenix Suns","90","Cleveland Cavaliers","107","Box Score","","20562","2:08","Quicken Loans Arena",""
"Wed Dec 2 2009","7:00p","New York Knicks","104","Orlando Magic","118","Box Score","","17461","2:13","Amway Arena",""
"Wed Dec 2 2009","7:00p","Milwaukee Bucks","102","Washington Wizards","104","Box Score","","12272","2:19","Verizon Center",""
"Wed Dec 2 2009","7:30p","Dallas Mavericks","117","New Jersey Nets","101","Box Score","","11689","2:09","Izod Center",""
"Wed Dec 2 2009","8:00p","Detroit Pistons","85","Chicago Bulls","92","Box Score","","21523","2:29","United Center",""
"Wed Dec 2 2009","8:00p","Memphis Grizzlies","97","Minnesota Timberwolves","95","Box Score","","11408","2:25","Target Center",""
"Wed Dec 2 2009","8:00p","Philadelphia 76ers","106","Oklahoma City Thunder","117","Box Score","","17332","2:08","Oklahoma City Arena",""
"Wed Dec 2 2009","10:00p","Indiana Pacers","105","Sacramento Kings","110","Box Score","","10021","2:19","Power Balance Pavilion",""
"Wed Dec 2 2009","10:30p","Houston Rockets","102","Los Angeles Clippers","85","Box Score","","13836","2:07","STAPLES Center",""
"Thu Dec 3 2009","8:00p","Boston Celtics","90","San Antonio Spurs","83","Box Score","","18581","2:34","AT&T Center",""
"Thu Dec 3 2009","10:30p","Miami Heat","96","Denver Nuggets","114","Box Score","","14998","2:32","Pepsi Center",""
"Thu Dec 3 2009","10:30p","Houston Rockets","111","Golden State Warriors","109","Box Score","","16432","2:19","Oracle Arena",""
"Fri Dec 4 2009","7:00p","Toronto Raptors","109","Washington Wizards","107","Box Score","OT","20173","2:41","Verizon Center",""
"Fri Dec 4 2009","7:30p","New York Knicks","114","Atlanta Hawks","107","Box Score","","17165","2:12","Philips Arena",""
"Fri Dec 4 2009","8:00p","Chicago Bulls","87","Cleveland Cavaliers","101","Box Score","","20562","2:30","Quicken Loans Arena",""
"Fri Dec 4 2009","8:00p","Milwaukee Bucks","96","Detroit Pistons","105","Box Score","","16557","2:28","The Palace of Auburn Hills",""
"Fri Dec 4 2009","8:00p","Dallas Mavericks","82","Memphis Grizzlies","98","Box Score","","13020","2:06","FedEx Forum",""
"Fri Dec 4 2009","8:00p","Charlotte Bobcats","91","New Jersey Nets","97","Box Score","","12131","2:28","Izod Center",""
"Fri Dec 4 2009","8:00p","Minnesota Timberwolves","89","New Orleans Hornets","98","Box Score","","14720","2:10","New Orleans Arena",""
"Fri Dec 4 2009","8:00p","Boston Celtics","105","Oklahoma City Thunder","87","Box Score","","18203","2:15","Oklahoma City Arena",""
"Fri Dec 4 2009","9:00p","Indiana Pacers","87","Utah Jazz","96","Box Score","","19347","2:19","EnergySolutions Arena",""
"Fri Dec 4 2009","10:30p","Miami Heat","107","Los Angeles Lakers","108","Box Score","","18997","2:50","STAPLES Center",""
"Sat Dec 5 2009","7:00p","Philadelphia 76ers","105","Charlotte Bobcats","106","Box Score","","13352","2:24","Time Warner Cable Arena",""
"Sat Dec 5 2009","8:00p","Toronto Raptors","110","Chicago Bulls","78","Box Score","","20481","2:10","United Center",""
"Sat Dec 5 2009","8:00p","Utah Jazz","101","Minnesota Timberwolves","108","Box Score","","18466","2:09","Target Center",""
"Sat Dec 5 2009","8:30p","Denver Nuggets","106","San Antonio Spurs","99","Box Score","","17592","2:21","AT&T Center",""
"Sat Dec 5 2009","9:00p","Atlanta Hawks","80","Dallas Mavericks","75","Box Score","","19550","2:20","American Airlines Center",""
"Sat Dec 5 2009","9:00p","Sacramento Kings","107","Phoenix Suns","115","Box Score","","17747","2:18","US Airways Center",""
"Sat Dec 5 2009","10:00p","Houston Rockets","89","Portland Trail Blazers","90","Box Score","","20555","2:25","Rose Garden Arena",""
"Sat Dec 5 2009","10:30p","Orlando Magic","126","Golden State Warriors","118","Box Score","","19054","2:30","Oracle Arena",""
"Sat Dec 5 2009","10:30p","Indiana Pacers","72","Los Angeles Clippers","88","Box Score","","15305","2:17","STAPLES Center",""
"Sun Dec 6 2009","12:00p","New Jersey Nets","97","New York Knicks","106","Box Score","","19602","2:18","Madison Square Garden (IV)",""
"Sun Dec 6 2009","3:00p","Cleveland Cavaliers","101","Milwaukee Bucks","86","Box Score","","16625","2:09","Bradley Center",""
"Sun Dec 6 2009","6:00p","Washington Wizards","94","Detroit Pistons","98","Box Score","","14123","2:31","The Palace of Auburn Hills",""
"Sun Dec 6 2009","9:00p","Miami Heat","115","Sacramento Kings","102","Box Score","","13186","2:22","Power Balance Pavilion",""
"Sun Dec 6 2009","9:30p","Phoenix Suns","88","Los Angeles Lakers","108","Box Score","","18997","2:09","STAPLES Center",""
"Mon Dec 7 2009","7:00p","Denver Nuggets","93","Philadelphia 76ers","83","Box Score","","20664","2:11","Wachovia Center",""
"Mon Dec 7 2009","7:30p","Portland Trail Blazers","84","New York Knicks","93","Box Score","","19763","2:14","Madison Square Garden (IV)",""
"Mon Dec 7 2009","8:00p","Golden State Warriors","88","Oklahoma City Thunder","104","Box Score","","17334","2:16","Oklahoma City Arena",""
"Mon Dec 7 2009","9:00p","San Antonio Spurs","101","Utah Jazz","104","Box Score","","17565","2:11","EnergySolutions Arena",""
"Tue Dec 8 2009","7:00p","Denver Nuggets","95","Charlotte Bobcats","107","Box Score","","14127","2:24","Time Warner Cable Arena",""
"Tue Dec 8 2009","7:00p","Minnesota Timberwolves","88","Toronto Raptors","94","Box Score","","15167","2:29","Air Canada Centre",""
"Tue Dec 8 2009","7:30p","Milwaukee Bucks","89","Boston Celtics","98","Box Score","","18624","2:18","TD Garden",""
"Tue Dec 8 2009","8:00p","New Jersey Nets","103","Chicago Bulls","101","Box Score","","17872","2:23","United Center",""
"Tue Dec 8 2009","8:00p","Cleveland Cavaliers","109","Memphis Grizzlies","111","Box Score","OT","16325","2:47","FedEx Forum",""
"Tue Dec 8 2009","8:00p","Sacramento Kings","94","New Orleans Hornets","96","Box Score","","13140","2:21","New Orleans Arena",""
"Tue Dec 8 2009","8:30p","Phoenix Suns","101","Dallas Mavericks","102","Box Score","","19857","2:21","American Airlines Center",""
"Tue Dec 8 2009","10:30p","Orlando Magic","97","Los Angeles Clippers","86","Box Score","","16750","2:13","STAPLES Center",""
"Wed Dec 9 2009","7:00p","Chicago Bulls","83","Atlanta Hawks","118","Box Score","","16808","2:30","Philips Arena",""
"Wed Dec 9 2009","7:00p","Portland Trail Blazers","102","Indiana Pacers","91","Box Score","","11487","2:12","Conseco Fieldhouse",""
"Wed Dec 9 2009","7:00p","Detroit Pistons","90","Philadelphia 76ers","86","Box Score","","12136","2:19","Wachovia Center",""
"Wed Dec 9 2009","7:30p","Golden State Warriors","105","New Jersey Nets","89","Box Score","","10005","2:12","Izod Center",""
"Wed Dec 9 2009","8:00p","Toronto Raptors","95","Milwaukee Bucks","117","Box Score","","12637","2:15","Bradley Center",""
"Wed Dec 9 2009","8:00p","New Orleans Hornets","97","Minnesota Timberwolves","96","Box Score","","12056","2:15","Target Center",""
"Wed Dec 9 2009","8:30p","Cleveland Cavaliers","85","Houston Rockets","95","Box Score","","18200","2:22","Toyota Center",""
"Wed Dec 9 2009","8:30p","Sacramento Kings","106","San Antonio Spurs","118","Box Score","","17353","2:11","AT&T Center",""
"Wed Dec 9 2009","10:30p","Utah Jazz","77","Los Angeles Lakers","101","Box Score","","18997","2:07","STAPLES Center",""
"Thu Dec 10 2009","7:30p","Denver Nuggets","99","Detroit Pistons","101","Box Score","","17176","2:33","The Palace of Auburn Hills",""
"Thu Dec 10 2009","8:00p","Boston Celtics","104","Washington Wizards","102","Box Score","","20173","2:41","Verizon Center",""
"Thu Dec 10 2009","10:30p","Orlando Magic","111","Utah Jazz","120","Box Score","","18735","2:36","EnergySolutions Arena",""
"Fri Dec 11 2009","7:00p","New Jersey Nets","91","Indiana Pacers","107","Box Score","","12175","2:09","Conseco Fieldhouse",""
"Fri Dec 11 2009","7:00p","Houston Rockets","96","Philadelphia 76ers","91","Box Score","","13991","2:23","Wachovia Center",""
"Fri Dec 11 2009","7:00p","Atlanta Hawks","111","Toronto Raptors","89","Box Score","","17032","2:06","Air Canada Centre",""
"Fri Dec 11 2009","7:30p","Dallas Mavericks","106","Miami Heat","93","Box Score","","18703","2:22","AmericanAirlines Arena",""
"Fri Dec 11 2009","8:00p","Golden State Warriors","91","Chicago Bulls","96","Box Score","OT","18803","2:23","United Center",""
"Fri Dec 11 2009","8:00p","Portland Trail Blazers","99","Cleveland Cavaliers","104","Box Score","","20562","2:30","Quicken Loans Arena",""
"Fri Dec 11 2009","8:00p","Oklahoma City Thunder","102","Memphis Grizzlies","94","Box Score","","13048","2:25","FedEx Forum",""
"Fri Dec 11 2009","8:00p","New York Knicks","113","New Orleans Hornets","96","Box Score","","15569","2:07","New Orleans Arena",""
"Fri Dec 11 2009","8:30p","Charlotte Bobcats","85","San Antonio Spurs","104","Box Score","","17508","2:26","AT&T Center",""
"Fri Dec 11 2009","10:30p","Minnesota Timberwolves","92","Los Angeles Lakers","104","Box Score","","18997","2:06","STAPLES Center",""
"Fri Dec 11 2009","10:30p","Orlando Magic","103","Phoenix Suns","106","Box Score","","18216","2:47","US Airways Center",""
"Sat Dec 12 2009","7:00p","Indiana Pacers","114","Washington Wizards","113","Box Score","","13172","2:26","Verizon Center",""
"Sat Dec 12 2009","7:30p","Golden State Warriors","95","Detroit Pistons","104","Box Score","","16952","2:33","The Palace of Auburn Hills",""
"Sat Dec 12 2009","8:00p","Boston Celtics","106","Chicago Bulls","80","Box Score","","21257","2:16","United Center",""
"Sat Dec 12 2009","8:30p","Charlotte Bobcats","97","Dallas Mavericks","98","Box Score","OT","20151","2:41","American Airlines Center",""
"Sat Dec 12 2009","8:30p","Portland Trail Blazers","101","Milwaukee Bucks","108","Box Score","2OT","15973","2:51","Bradley Center",""
"Sat Dec 12 2009","9:00p","Phoenix Suns","99","Denver Nuggets","105","Box Score","","19155","2:30","Pepsi Center",""
"Sat Dec 12 2009","9:00p","Los Angeles Lakers","94","Utah Jazz","102","Box Score","","19911","2:11","EnergySolutions Arena",""
"Sat Dec 12 2009","10:00p","Minnesota Timberwolves","100","Sacramento Kings","120","Box Score","","11333","2:15","Power Balance Pavilion",""
"Sun Dec 13 2009","12:30p","Houston Rockets","88","Toronto Raptors","101","Box Score","","17111","2:19","Air Canada Centre",""
"Sun Dec 13 2009","5:00p","New Jersey Nets","107","Atlanta Hawks","130","Box Score","","14015","2:15","Philips Arena",""
"Sun Dec 13 2009","6:00p","Memphis Grizzlies","118","Miami Heat","90","Box Score","","14465","2:17","AmericanAirlines Arena",""
"Sun Dec 13 2009","7:00p","Cleveland Cavaliers","102","Oklahoma City Thunder","89","Box Score","","18203","2:17","Oklahoma City Arena",""
"Sun Dec 13 2009","9:30p","San Antonio Spurs","115","Los Angeles Clippers","90","Box Score","","16464","2:13","STAPLES Center",""
"Mon Dec 14 2009","7:00p","Indiana Pacers","98","Orlando Magic","106","Box Score","","17461","2:20","Amway Arena",""
"Mon Dec 14 2009","7:00p","Golden State Warriors","101","Philadelphia 76ers","117","Box Score","","12795","2:17","Wachovia Center",""
"Mon Dec 14 2009","8:00p","Boston Celtics","110","Memphis Grizzlies","105","Box Score","","14193","2:22","FedEx Forum",""
"Mon Dec 14 2009","8:30p","New Orleans Hornets","90","Dallas Mavericks","94","Box Score","","19737","2:11","American Airlines Center",""
"Mon Dec 14 2009","9:00p","Oklahoma City Thunder","93","Denver Nuggets","102","Box Score","","16022","2:26","Pepsi Center",""
"Mon Dec 14 2009","9:00p","Minnesota Timberwolves","110","Utah Jazz","108","Box Score","","18090","2:31","EnergySolutions Arena",""
"Mon Dec 14 2009","10:30p","Washington Wizards","95","Los Angeles Clippers","97","Box Score","","14511","2:25","STAPLES Center",""
"Tue Dec 15 2009","7:00p","New York Knicks","87","Charlotte Bobcats","94","Box Score","","13606","2:15","Time Warner Cable Arena",""
"Tue Dec 15 2009","7:00p","New Jersey Nets","89","Cleveland Cavaliers","99","Box Score","","20562","2:22","Quicken Loans Arena",""
"Tue Dec 15 2009","7:30p","Toronto Raptors","95","Miami Heat","115","Box Score","","15106","2:15","AmericanAirlines Arena",""
"Tue Dec 15 2009","8:00p","Los Angeles Lakers","96","Chicago Bulls","87","Box Score","","21416","2:12","United Center",""
"Tue Dec 15 2009","8:30p","Detroit Pistons","96","Houston Rockets","107","Box Score","","14899","2:17","Toyota Center",""
"Tue Dec 15 2009","9:00p","San Antonio Spurs","104","Phoenix Suns","116","Box Score","","17964","2:08","US Airways Center",""
"Tue Dec 15 2009","10:00p","Sacramento Kings","88","Portland Trail Blazers","95","Box Score","","20588","2:15","Rose Garden Arena",""
"Wed Dec 16 2009","7:00p","Memphis Grizzlies","97","Atlanta Hawks","110","Box Score","","13013","2:17","Philips Arena",""
"Wed Dec 16 2009","7:00p","Charlotte Bobcats","98","Indiana Pacers","101","Box Score","","11888","2:26","Conseco Fieldhouse",""
"Wed Dec 16 2009","7:00p","Toronto Raptors","99","Orlando Magic","118","Box Score","","17461","2:15","Amway Arena",""
"Wed Dec 16 2009","7:00p","Cleveland Cavaliers","108","Philadelphia 76ers","101","Box Score","","19517","2:17","Wachovia Center",""
"Wed Dec 16 2009","7:30p","Utah Jazz","108","New Jersey Nets","92","Box Score","","11476","2:09","Izod Center",""
"Wed Dec 16 2009","8:00p","Los Angeles Lakers","107","Milwaukee Bucks","106","Box Score","OT","16309","2:37","Bradley Center",""
"Wed Dec 16 2009","8:00p","Los Angeles Clippers","120","Minnesota Timberwolves","95","Box Score","","12526","2:18","Target Center",""
"Wed Dec 16 2009","8:00p","Detroit Pistons","87","New Orleans Hornets","95","Box Score","","13196","2:20","New Orleans Arena",""
"Wed Dec 16 2009","8:00p","Dallas Mavericks","100","Oklahoma City Thunder","86","Box Score","","18203","2:31","Oklahoma City Arena",""
"Wed Dec 16 2009","9:00p","Houston Rockets","101","Denver Nuggets","111","Box Score","","15753","2:14","Pepsi Center",""
"Wed Dec 16 2009","10:30p","San Antonio Spurs","103","Golden State Warriors","91","Box Score","","17857","2:10","Oracle Arena",""
"Wed Dec 16 2009","10:30p","Washington Wizards","109","Sacramento Kings","112","Box Score","","16579","2:33","Power Balance Pavilion",""
"Thu Dec 17 2009","8:00p","New York Knicks","89","Chicago Bulls","98","Box Score","","19791","2:17","United Center",""
"Thu Dec 17 2009","8:00p","Orlando Magic","86","Miami Heat","104","Box Score","","18303","2:18","AmericanAirlines Arena",""
"Thu Dec 17 2009","10:30p","Phoenix Suns","102","Portland Trail Blazers","105","Box Score","","20559","2:41","Rose Garden Arena",""
"Fri Dec 18 2009","7:00p","New Jersey Nets","95","Toronto Raptors","118","Box Score","","15901","2:08","Air Canada Centre",""
"Fri Dec 18 2009","7:30p","Utah Jazz","83","Atlanta Hawks","96","Box Score","","17501","2:17","Philips Arena",""
"Fri Dec 18 2009","7:30p","Philadelphia 76ers","98","Boston Celtics","97","Box Score","","18624","2:20","TD Garden",""
"Fri Dec 18 2009","8:00p","Milwaukee Bucks","82","Cleveland Cavaliers","85","Box Score","","20562","2:26","Quicken Loans Arena",""
"Fri Dec 18 2009","8:00p","Indiana Pacers","94","Memphis Grizzlies","107","Box Score","","13217","2:16","FedEx Forum",""
"Fri Dec 18 2009","8:00p","Sacramento Kings","96","Minnesota Timberwolves","112","Box Score","","13144","2:12","Target Center",""
"Fri Dec 18 2009","8:00p","Denver Nuggets","92","New Orleans Hornets","98","Box Score","","14453","2:08","New Orleans Arena",""
"Fri Dec 18 2009","8:00p","Los Angeles Clippers","91","New York Knicks","95","Box Score","","19763","2:15","Madison Square Garden (IV)",""
"Fri Dec 18 2009","8:00p","Detroit Pistons","98","Oklahoma City Thunder","109","Box Score","","17774","2:29","Oklahoma City Arena",""
"Fri Dec 18 2009","8:30p","Houston Rockets","116","Dallas Mavericks","108","Box Score","OT","19890","2:42","American Airlines Center",""
"Fri Dec 18 2009","10:30p","Washington Wizards","118","Golden State Warriors","109","Box Score","","17423","2:33","Oracle Arena",""
"Sat Dec 19 2009","7:00p","Utah Jazz","110","Charlotte Bobcats","102","Box Score","","14963","2:21","Time Warner Cable Arena",""
"Sat Dec 19 2009","7:00p","Portland Trail Blazers","83","Orlando Magic","92","Box Score","","17461","2:17","Amway Arena",""
"Sat Dec 19 2009","7:30p","Los Angeles Clippers","112","Philadelphia 76ers","107","Box Score","OT","13752","2:28","Wachovia Center",""
"Sat Dec 19 2009","8:00p","Atlanta Hawks","98","Chicago Bulls","101","Box Score","OT","21381","2:35","United Center",""
"Sat Dec 19 2009","8:00p","Los Angeles Lakers","103","New Jersey Nets","84","Box Score","","17190","2:09","Izod Center",""
"Sat Dec 19 2009","8:30p","Oklahoma City Thunder","90","Houston Rockets","95","Box Score","","15095","2:09","Toyota Center",""
"Sat Dec 19 2009","8:30p","Sacramento Kings","96","Milwaukee Bucks","95","Box Score","","13745","2:17","Bradley Center",""
"Sat Dec 19 2009","8:30p","Indiana Pacers","99","San Antonio Spurs","100","Box Score","","17075","2:16","AT&T Center",""
"Sat Dec 19 2009","9:00p","Washington Wizards","95","Phoenix Suns","121","Box Score","","16811","2:23","US Airways Center",""
"Sun Dec 20 2009","12:30p","New Orleans Hornets","92","Toronto Raptors","98","Box Score","","15790","2:15","Air Canada Centre",""
"Sun Dec 20 2009","4:00p","Denver Nuggets","96","Memphis Grizzlies","102","Box Score","","13385","2:16","FedEx Forum",""
"Sun Dec 20 2009","6:00p","Minnesota Timberwolves","104","Boston Celtics","122","Box Score","","18624","2:20","TD Garden",""
"Sun Dec 20 2009","6:00p","Los Angeles Lakers","93","Detroit Pistons","81","Box Score","","22076","2:17","The Palace of Auburn Hills",""
"Sun Dec 20 2009","6:00p","Portland Trail Blazers","102","Miami Heat","95","Box Score","","16500","2:08","AmericanAirlines Arena",""
"Sun Dec 20 2009","7:30p","Cleveland Cavaliers","95","Dallas Mavericks","102","Box Score","","20346","2:15","American Airlines Center",""
"Sun Dec 20 2009","7:30p","Charlotte Bobcats","94","New York Knicks","98","Box Score","","18767","2:25","Madison Square Garden (IV)",""
"Mon Dec 21 2009","7:00p","Milwaukee Bucks","84","Indiana Pacers","81","Box Score","","12836","2:13","Conseco Fieldhouse",""
"Mon Dec 21 2009","7:00p","Utah Jazz","99","Orlando Magic","104","Box Score","","17461","2:29","Amway Arena",""
"Mon Dec 21 2009","8:00p","Sacramento Kings","102","Chicago Bulls","98","Box Score","","19631","2:21","United Center",""
"Mon Dec 21 2009","8:30p","Los Angeles Clippers","87","San Antonio Spurs","103","Box Score","","17451","2:10","AT&T Center",""
"Mon Dec 21 2009","9:00p","Cleveland Cavaliers","109","Phoenix Suns","91","Box Score","","18221","2:16","US Airways Center",""
"Tue Dec 22 2009","7:00p","Detroit Pistons","76","Charlotte Bobcats","88","Box Score","","16864","2:09","Time Warner Cable Arena",""
"Tue Dec 22 2009","7:00p","Philadelphia 76ers","98","Washington Wizards","105","Box Score","","15435","2:20","Verizon Center",""
"Tue Dec 22 2009","7:30p","Indiana Pacers","94","Boston Celtics","103","Box Score","","18624","2:21","TD Garden",""
"Tue Dec 22 2009","7:30p","Chicago Bulls","81","New York Knicks","88","Box Score","","19763","2:11","Madison Square Garden (IV)",""
"Tue Dec 22 2009","8:00p","Golden State Warriors","108","Memphis Grizzlies","121","Box Score","","12827","2:21","FedEx Forum",""
"Tue Dec 22 2009","8:00p","Atlanta Hawks","112","Minnesota Timberwolves","87","Box Score","","11271","2:18","Target Center",""
"Tue Dec 22 2009","8:30p","Portland Trail Blazers","85","Dallas Mavericks","81","Box Score","","19863","2:19","American Airlines Center",""
"Tue Dec 22 2009","8:30p","Los Angeles Clippers","99","Houston Rockets","108","Box Score","","17128","2:24","Toyota Center",""
"Tue Dec 22 2009","10:30p","Oklahoma City Thunder","108","Los Angeles Lakers","111","Box Score","","18997","2:25","STAPLES Center",""
"Wed Dec 23 2009","7:00p","Houston Rockets","87","Orlando Magic","102","Box Score","","17461","2:11","Amway Arena",""
"Wed Dec 23 2009","7:30p","Toronto Raptors","94","Detroit Pistons","64","Box Score","","19396","2:18","The Palace of Auburn Hills",""
"Wed Dec 23 2009","7:30p","Utah Jazz","70","Miami Heat","80","Box Score","","19600","2:13","AmericanAirlines Arena",""
"Wed Dec 23 2009","7:30p","Minnesota Timberwolves","103","New Jersey Nets","99","Box Score","","10204","2:21","Izod Center",""
"Wed Dec 23 2009","8:00p","Washington Wizards","109","Milwaukee Bucks","97","Box Score","","13113","2:22","Bradley Center",""
"Wed Dec 23 2009","8:00p","Golden State Warriors","102","New Orleans Hornets","108","Box Score","","14391","2:23","New Orleans Arena",""
"Wed Dec 23 2009","8:30p","Portland Trail Blazers","98","San Antonio Spurs","94","Box Score","","18581","2:18","AT&T Center",""
"Wed Dec 23 2009","9:00p","Atlanta Hawks","104","Denver Nuggets","124","Box Score","","19155","2:11","Pepsi Center",""
"Wed Dec 23 2009","9:00p","Oklahoma City Thunder","117","Phoenix Suns","113","Box Score","","15953","2:30","US Airways Center",""
"Wed Dec 23 2009","10:00p","Cleveland Cavaliers","117","Sacramento Kings","104","Box Score","OT","16407","2:27","Power Balance Pavilion",""
"Fri Dec 25 2009","12:00p","Miami Heat","93","New York Knicks","87","Box Score","","19763","2:28","Madison Square Garden (IV)",""
"Fri Dec 25 2009","2:30p","Boston Celtics","86","Orlando Magic","77","Box Score","","17461","2:44","Amway Arena",""
